loan_id,application_date,loan_amount,interest_rate,term_months,loan_status,customer_income,customer_credit_score,employment_length
2182,2025-02-27,43407.66,13.44,12,Approved,60413.12,640,1-3 years
2183,2024-12-15,44751.67,9.51,24,Rejected,77314.43,526,3-5 years
2184,2036-04-16,46029.73,8.47,24,Pending,66799.85,563,5-10 years
2185,2030-10-20,5195.04,22.3,12,Defaulted,104283.72,749,3-5 years
2186,2025-02-14,27434.24,7.18,48,Rejected,81115.57,550,5-10 years
2187,2034-01-09,37155.22,12.66,24,Approved,145249.63,707,1-3 years
2188,2029-02-25,37967.88,7.52,36,Approved,65809.76,469,<1 year
2189,2023-03-20,30532.45,20.13,24,Approved,116236.96,-50,1-3 years
2190,2033-10-01,8755.97,13.7,60,Rejected,53448.03,345,1-3 years
2191,2025-05-05,39972.32,11.05,12,Approved,86137.9,649,<1 year
2192,2028-11-18,36145.51,11.26,60,Approved,91834.07,398,3-5 years
2193,2025-10-28,4763.72,21.82,48,Defaulted,62784.21,336,>10 years
2194,2036-07-11,23458.59,15.41,36,Pending,81331.47,737,5-10 years
2195,2031-12-16,9111.88,18.93,12,Approved,56306.22,374,5-10 years
2196,2032-10-16,17205.11,22.79,24,Approved,20780.1,357,1-3 years
2197,2034-06-14,1395.01,22.89,36,Rejected,48034.28,318,<1 year
2198,2032-06-18,20316.33,10.56,24,Rejected,111008.34,701,1-3 years
2199,2032-08-07,27718.91,23.98,48,Approved,120225.19,487,1-3 years
2200,2024-02-12,31169.34,04.03,12,Approved,56426.37,438,3-5 years
2201,2030-06-04,33342.77,11.6,48,Rejected,73045.59,442,5-10 years
2202,2031-06-16,41896.42,22.76,48,Rejected,24857.54,407,>10 years
2203,2027-07-27,11165.41,9.4,48,Rejected,50818.18,520,<1 year
2204,2023-05-28,6463.85,,48,Pending,121298.51,444,>10 years
2205,2034-11-06,42651.09,10.01,24,Defaulted,98778.22,809,<1 year
2206,2033-09-02,8252.33,16.66,60,Approved,46750.17,675,5-10 years
2207,2028-05-04,48750.62,12.92,24,Approved,53467.46,304,3-5 years
2208,2024-01-01,42205.64,19.12,36,Rejected,126184.26,687,>10 years
2209,2027-08-02,25293.39,22.74,48,Pending,47180.95,462,<1 year
2210,2035-05-29,49080.36,18.0,36,Rejected,63440.5,664,1-3 years
2211,2035-04-22,5320.15,7.9,24,Approved,106366.63,716,5-10 years
2212,2029-12-21,15501.76,23.55,48,Rejected,92944.61,808,3-5 years
2213,2024-07-16,32092.11,9.19,24,Approved,79913.13,320,1-3 years
2214,2032-10-02,17825.34,6.72,48,Pending,136966.34,816,3-5 years
2215,2029-10-25,46454.44,5.43,24,Approved,48562.36,496,<1 year
2216,2025-02-11,499733.0,15.61,12,Pending,116384.59,644,1-3 years
2217,2028-07-30,27695.89,5.95,60,Rejected,40678.3,629,3-5 years
2218,2032-05-16,29747.88,6.48,60,Approved,100045.4,677,5-10 years
2219,2030-01-11,32810.04,9.95,48,Approved,133181.06,510,>10 years
2220,2027-04-23,13155.48,9.56,12,Pending,79527.23,459,>10 years
2221,2033-02-11,18546.04,16.49,36,Rejected,114158.29,653,1-3 years
2222,2032-01-05,42262.19,21.06,12,Approved,126651.14,539,5-10 years
2223,2026-05-31,10149.67,19.87,48,Approved,37683.44,378,5-10 years
2224,2033-03-08,41429.96,9.14,12,Approved,111757.5,451,3-5 years
2225,2033-07-06,,8.77,36,Defaulted,139579.33,816,1-3 years
2226,2023-12-26,38228.28,24.26,48,Approved,94928.18,682,5-10 years
2227,2029-07-04,35823.56,3.68,60,Approved,44195.89,651,3-5 years
2228,2031-03-29,10771.82,,12,Rejected,36502.53,500,5-10 years
2229,2031-03-13,28656.23,7.79,60,Pending,53765.59,432,1-3 years
2230,2025-08-20,43452.3,23.87,60,Approved,33456.72,468,5-10 years
2231,2032-12-11,21889.75,10.86,24,Defaulted,86741.23,690,5-10 years
2232,2028-01-02,48346.24,12.97,36,Pending,29061.61,684,5-10 years
2233,2027-06-02,22884.65,18.7,12,Pending,49042.6,397,>10 years
2234,2027-06-29,7567.89,16.13,60,Approved,77188.36,676,<1 year
2235,2029-01-25,19777.02,10.34,60,Rejected,81608.92,639,1-3 years
2236,2034-10-22,47609.27,15.41,36,Approved,93501.8,830,>10 years
2237,2024-01-13,16326.18,19.21,60,Approved,111729.95,431,<1 year
2238,2034-07-16,43470.86,4.41,60,Approved,26139.72,509,5-10 years
2239,2034-09-25,44121.91,3.74,60,Rejected,30480.72,304,5-10 years
2240,2024-01-05,17834.23,13.35,60,Pending,27911.69,676,>10 years
2241,2029-01-05,4621.25,6.33,24,Pending,75009.54,353,3-5 years
2242,2033-04-05,36365.62,17.78,24,Approved,25440.23,797,1-3 years
2243,2024-10-13,15919.86,8.1,48,Pending,116990.56,497,<1 year
2244,2025-02-08,39254.72,12.81,12,Rejected,48990.02,740,5-10 years
2245,2029-08-18,22411.41,7.75,36,Approved,142097.62,479,1-3 years
2246,2025-02-19,24520.7,15.29,48,Rejected,83232.49,540,5-10 years
2247,2027-09-13,499733.0,6.0,24,Approved,78022.35,619,5-10 years
2248,2033-11-27,19426.98,4.0,24,Rejected,121470.03,800,5-10 years
2249,2026-08-04,22434.8,4.6,24,Approved,112710.02,322,1-3 years
2250,2032-03-13,19121.43,24.02,48,Pending,98950.18,479,>10 years
2251,2024-06-06,18683.36,6.56,24,Defaulted,141569.07,474,1-3 years
2252,2024-06-05,26534.36,18.73,48,Defaulted,74893.7,497,1-3 years
2253,2036-05-10,40535.57,4.96,24,Approved,125109.12,837,3-5 years
2254,2029-05-09,18407.53,5.83,60,Approved,69412.08,753,3-5 years
2255,2025-07-24,26450.61,14.44,60,Approved,128984.94,398,>10 years
2256,2029-02-08,33701.0,13.49,12,Rejected,53731.7,726,3-5 years
2257,2034-01-23,13837.25,23.96,24,Pending,57604.72,752,>10 years
2258,2035-07-20,14237.38,23.81,12,Approved,108123.04,490,5-10 years
2259,2036-07-12,46703.95,20.26,48,Approved,47652.73,798,5-10 years
2260,2033-02-14,36314.96,16.45,12,Defaulted,49790.04,490,1-3 years
2261,2030-10-08,29070.74,13.28,24,Pending,59684.12,440,5-10 years
2262,2034-03-07,32562.14,11.16,48,Approved,108260.74,474,3-5 years
2263,2029-09-27,1950.32,23.86,48,Approved,135620.45,719,<1 year
2264,2031-11-18,31096.1,16.46,60,Approved,107693.79,733,1-3 years
2265,2032-03-13,25720.69,15.95,48,Pending,127615.85,739,>10 years
2266,2024-11-16,27514.61,8.49,48,Defaulted,90662.88,830,5-10 years
2267,2028-11-30,18291.48,4.5,12,Rejected,28960.02,831,1-3 years
2268,2033-12-02,4532.96,,48,Approved,33060.61,660,1-3 years
2269,2034-02-18,10070.29,10.25,36,Rejected,92070.96,745,1-3 years
2270,2027-04-17,47561.86,13.02,60,Approved,62614.13,656,5-10 years
2271,2023-02-08,20730.63,5.96,60,Approved,48673.85,358,>10 years
2272,2029-12-19,23600.82,21.49,48,Defaulted,80613.4,466,1-3 years
2273,2036-05-07,3109.13,04.09,12,Approved,106644.58,562,1-3 years
2274,2026-06-10,2359.53,21.43,60,Approved,70048.95,730,1-3 years
2275,2031-03-10,36000.48,6.52,60,Defaulted,124330.49,495,5-10 years
2276,2029-01-05,27135.69,22.56,36,Approved,116008.02,653,3-5 years
2277,2032-06-30,25680.95,19.19,48,Rejected,115538.93,346,>10 years
2278,2030-06-01,12534.66,,60,Defaulted,148074.66,608,1-3 years
2279,2023-10-29,37365.16,15.67,60,Pending,58379.9,529,1-3 years
2280,2024-10-08,8827.71,10.22,60,Approved,103814.33,710,1-3 years
2281,2036-01-11,9901.77,7.33,60,Approved,131212.18,615,5-10 years
2282,2027-10-26,23305.25,21.97,12,Approved,95338.18,376,3-5 years
2283,2034-11-30,14670.85,12.18,24,Approved,122635.28,361,1-3 years
2284,2024-08-20,12749.42,12.07,36,Rejected,73878.78,537,1-3 years
2285,2024-10-23,32439.26,7.15,12,Approved,96763.87,377,5-10 years
2286,2034-11-09,32723.1,11.74,36,Approved,27236.63,715,>10 years
2287,2026-09-30,41313.59,22.24,60,Pending,148149.79,323,>10 years
2288,2030-01-25,21176.57,11.31,36,Pending,124002.4,328,3-5 years
2289,2033-08-04,4117.71,23.96,48,Rejected,132945.18,790,>10 years
2290,2032-09-07,14046.49,23.85,48,Approved,110258.26,434,1-3 years
2291,2036-04-27,49010.27,6.62,24,Rejected,44186.5,650,5-10 years
2292,2034-10-18,30014.8,7.31,24,Pending,24033.7,649,1-3 years
2293,2035-06-25,35631.99,22.05,36,Approved,132405.36,580,1-3 years
2294,2023-10-10,864.21,11.94,12,Approved,71522.98,775,3-5 years
2295,2033-01-26,499733.0,3.59,12,Approved,54302.43,591,>10 years
2296,2027-01-26,,9.39,60,Pending,93017.48,488,>10 years
2297,2034-03-06,28676.9,16.35,12,Approved,74716.81,718,>10 years
2298,2034-06-15,,20.68,24,Defaulted,104716.58,2000,1-3 years
2299,2024-04-05,48436.75,6.37,12,Pending,82893.12,505,5-10 years
2300,2029-05-14,27257.36,5.88,60,Defaulted,110640.31,541,5-10 years
2301,2033-04-12,23181.14,23.32,48,Approved,130945.03,605,1-3 years
2302,2029-10-04,47278.35,19.65,12,Approved,45422.41,483,<1 year
2303,2027-09-21,33843.69,16.18,12,Approved,62826.27,777,1-3 years
2304,2026-10-08,3712.51,20.04,24,Approved,76786.03,803,>10 years
2305,2030-07-06,23553.42,12.72,36,Rejected,145067.6,427,1-3 years
2306,2024-05-29,12392.13,19.81,48,Approved,67493.37,748,<1 year
2307,2024-12-03,23755.31,11.49,36,Approved,69542.98,529,1-3 years
2308,2027-07-12,23045.55,8.75,60,Approved,104951.43,340,>10 years
2309,2028-08-28,29316.17,19.17,60,Approved,74495.96,691,3-5 years
2310,2023-01-23,18160.14,12.52,36,Rejected,143659.09,639,5-10 years
2311,2029-09-26,8631.39,24.6,24,Pending,136280.94,320,<1 year
2312,2026-07-28,25434.11,11.01,24,Rejected,86743.14,646,3-5 years
2313,2032-01-14,41595.04,23.32,24,Approved,103820.78,309,5-10 years
2314,2023-12-28,33368.61,23.56,48,Defaulted,27543.97,386,3-5 years
2315,2033-03-16,17249.21,8.7,60,Rejected,110444.97,844,1-3 years
2316,2026-07-08,46808.39,20.66,60,Approved,111936.11,638,1-3 years
2317,2024-05-29,45654.27,12.81,60,Approved,66695.91,303,5-10 years
2318,2024-03-24,10862.75,23.23,48,Defaulted,48558.77,322,5-10 years
2319,2028-01-30,2451.17,13.18,60,Pending,138960.19,496,1-3 years
2320,2036-08-09,37194.78,19.5,36,Rejected,75471.64,797,1-3 years
2321,2032-10-02,41466.71,13.54,12,Approved,104981.79,572,5-10 years
2322,2029-11-25,48409.3,8.4,48,Approved,24332.74,750,5-10 years
2323,2031-06-09,,7.79,12,Rejected,73828.73,406,5-10 years
2324,2026-11-29,30226.47,12.65,36,Pending,126243.65,677,>10 years
2325,2033-11-11,26737.59,19.74,24,Pending,70384.88,499,>10 years
2326,2025-07-11,1878.13,16.51,24,Pending,98410.95,301,1-3 years
2327,2031-08-04,,18.31,24,Approved,47281.25,420,>10 years
2328,2028-11-29,23250.93,9.57,48,Rejected,74148.33,448,<1 year
2329,2029-12-22,31610.94,13.85,24,Defaulted,140592.9,451,1-3 years
2330,2031-02-27,28083.97,4.45,48,Rejected,93638.73,605,<1 year
2331,2029-03-31,37260.48,21.08,48,Approved,137251.09,774,3-5 years
2332,2030-04-03,14348.46,24.78,12,Approved,137262.51,-50,<1 year
2333,2023-11-10,28465.15,12.25,24,Rejected,142739.21,370,3-5 years
2334,2030-02-26,4863.04,3.74,60,Pending,136400.92,332,<1 year
2335,2031-06-11,20976.44,7.15,24,Pending,20426.55,456,3-5 years
2336,2029-03-06,37632.96,17.53,24,Defaulted,141421.94,629,3-5 years
2337,2025-11-03,34823.34,16.66,24,Pending,37869.73,686,1-3 years
2338,2032-07-21,49536.82,,60,Pending,25190.41,458,5-10 years
2339,2030-03-19,14255.61,8.96,60,Approved,27200.51,838,5-10 years
2340,2033-11-27,25160.37,19.92,48,Approved,65359.11,526,1-3 years
2341,2027-11-14,16811.76,18.29,60,Approved,100704.53,551,3-5 years
2342,2033-08-31,22309.85,10.44,48,Defaulted,72300.46,666,5-10 years
2343,2026-01-29,42919.03,15.23,12,Approved,23322.06,561,5-10 years
2344,2024-11-28,34368.35,6.67,48,Approved,81942.74,837,<1 year
2345,2028-12-19,44180.84,13.23,24,Rejected,77477.0,342,>10 years
2346,2026-11-05,10573.8,22.45,36,Pending,118390.4,830,1-3 years
2347,2025-11-09,43731.38,12.56,36,Pending,56349.68,315,>10 years
2348,2028-04-13,3458.23,21.55,24,Approved,48279.05,404,3-5 years
2349,2025-10-10,44485.66,16.19,48,Rejected,53272.06,502,<1 year
2350,2023-08-15,16789.15,7.63,24,Approved,59486.18,358,5-10 years
2351,2028-01-03,16072.09,15.99,60,Approved,97891.43,347,<1 year
2352,2036-06-18,25848.38,14.38,48,Approved,81298.31,576,1-3 years
2353,2028-07-16,47064.16,12.07,24,Approved,63796.29,711,3-5 years
2354,2036-08-06,2865.18,06.07,60,Approved,68660.84,477,<1 year
2355,2029-09-18,17935.43,12.46,60,Pending,68220.08,413,<1 year
2356,2028-09-16,42900.31,05.06,48,Approved,146412.87,595,<1 year
2357,2034-09-23,20104.7,5.62,12,Pending,50289.61,737,5-10 years
2358,2025-12-16,10358.27,12.44,12,Approved,126348.0,565,3-5 years
2359,2029-05-09,21527.31,10.07,60,Approved,112067.41,461,5-10 years
2360,2031-09-26,19584.85,23.4,12,Pending,20724.1,803,<1 year
2361,2030-03-15,45813.1,11.58,60,Defaulted,149112.91,335,5-10 years
2362,2030-01-07,38215.75,19.79,12,Rejected,118337.12,757,5-10 years
2363,2032-01-06,,14.9,60,Defaulted,108718.45,670,1-3 years
2364,2035-08-27,49424.34,18.64,60,Pending,72692.21,785,>10 years
2365,2032-10-26,23531.24,09.09,60,Pending,92176.4,571,>10 years
2366,2035-02-18,3382.77,23.75,60,Pending,52925.22,478,1-3 years
2367,2031-01-26,13482.58,14.9,36,Pending,24612.84,779,1-3 years
2368,2033-11-03,22085.49,21.37,12,Approved,-128682.82,458,5-10 years
2369,2030-09-14,8266.68,11.35,60,Pending,136542.98,503,5-10 years
2370,2030-01-27,47404.47,5.65,24,Approved,41121.18,577,3-5 years
2371,2023-06-11,38459.02,17.98,48,Approved,122317.29,442,>10 years
2372,2024-08-16,13780.22,3.67,24,Pending,116349.85,819,5-10 years
2373,2031-12-04,29744.82,13.72,24,Approved,43188.75,811,3-5 years
2374,2034-05-18,36211.73,7.65,36,Approved,74837.74,415,>10 years
2375,2031-02-10,47093.31,16.99,12,Approved,74958.53,691,3-5 years
2376,2033-08-24,44140.95,24.56,36,Defaulted,118795.35,642,3-5 years
2377,2032-04-13,26002.02,13.48,12,Approved,128895.92,672,1-3 years
2378,2035-04-29,38845.3,21.08,60,Approved,32320.77,668,<1 year
2379,2024-10-25,28326.17,14.42,36,Rejected,93186.0,514,<1 year
2380,2026-02-06,27858.84,14.16,48,Approved,119027.3,810,<1 year
2381,2024-06-25,,23.5,12,Approved,122204.78,626,3-5 years
2382,2031-02-22,6743.81,22.63,36,Approved,39239.16,336,5-10 years
2383,2025-05-17,26711.91,20.39,48,Approved,88315.67,679,<1 year
2384,2028-08-28,13808.65,9.87,24,Approved,131482.63,811,5-10 years
2385,2024-03-07,,15.22,60,Approved,61407.41,623,>10 years
2386,2036-03-28,36280.54,8.31,60,Approved,75265.2,668,<1 year
2387,2034-09-18,2108.09,13.04,24,Rejected,124566.61,523,3-5 years
2388,2026-04-21,29966.2,13.91,36,Pending,31611.54,399,1-3 years
2389,2029-12-03,27190.09,21.38,24,Pending,131734.13,374,3-5 years
2390,2026-03-15,48456.33,22.76,48,Approved,60450.37,736,5-10 years
2391,2025-04-10,24468.55,12.41,12,Approved,20188.54,667,>10 years
2392,2027-07-10,3648.27,3.88,36,Rejected,50440.69,362,3-5 years
2393,2026-02-10,27808.55,22.03,12,Approved,31635.08,398,1-3 years
2394,2030-09-11,42134.26,7.25,24,Rejected,32010.04,524,1-3 years
2395,2024-04-20,49844.04,16.87,60,Approved,110068.65,374,>10 years
2396,2030-09-11,21801.99,04.04,12,Rejected,47816.92,483,<1 year
2397,2026-08-19,16354.79,12.09,12,Approved,141516.51,592,3-5 years
2398,2025-10-16,45379.34,24.7,60,Approved,87137.79,356,3-5 years
2399,2028-01-11,9966.49,5.66,12,Rejected,79812.77,548,1-3 years
2400,2034-08-27,30963.73,12.61,12,Rejected,76456.86,768,5-10 years
2401,2029-09-14,20582.86,10.1,60,Approved,110036.39,439,3-5 years
2402,2034-10-03,2533.58,22.96,60,Defaulted,78794.16,658,1-3 years
2403,2026-07-07,17690.78,22.19,24,Approved,36718.05,707,5-10 years
2404,2024-10-21,13628.81,8.61,24,Approved,134422.38,773,<1 year
2405,2028-07-03,34461.51,5.25,12,Pending,75691.4,745,<1 year
2406,2024-02-03,47465.13,16.98,36,Rejected,29620.59,531,1-3 years
2407,2027-09-30,13768.34,10.73,24,Defaulted,88817.58,599,1-3 years
2408,2028-10-26,40667.56,17.95,24,Approved,104155.09,725,<1 year
2409,2028-12-11,3240.31,4.19,36,Approved,55825.72,460,1-3 years
2410,2023-03-16,27136.99,6.37,36,Pending,124044.25,700,>10 years
2411,2035-11-11,3992.23,18.26,60,Approved,107070.86,677,3-5 years
2412,2032-07-03,46734.63,08.07,24,Approved,104544.35,556,>10 years
2413,2025-04-16,38434.39,21.94,48,Approved,74707.24,793,5-10 years
2414,2024-05-14,33068.52,4.76,48,Approved,145048.99,788,1-3 years
2415,2023-05-18,41282.87,8.13,12,Approved,55644.59,481,1-3 years
2416,2028-09-28,32552.23,24.97,24,Approved,95101.72,825,5-10 years
2417,2033-02-13,48462.75,12.81,48,Rejected,60177.17,399,3-5 years
2418,2028-02-29,35840.92,18.61,24,Pending,116824.62,657,<1 year
2419,2030-07-20,46270.6,7.43,24,Approved,26212.89,530,>10 years
2420,2033-09-25,26098.03,16.61,48,Approved,25966.2,305,3-5 years
2421,2028-03-15,6294.69,19.11,24,Approved,125411.93,389,<1 year
2422,2030-02-23,26644.8,10.26,36,Approved,76454.86,363,<1 year
2423,2033-11-30,6780.2,21.32,12,Pending,64353.41,387,1-3 years
2424,2026-12-20,29828.43,16.47,60,Defaulted,-98978.49,332,5-10 years
2425,2024-06-30,24383.41,11.87,48,Pending,111246.91,371,1-3 years
2426,2035-10-21,31317.48,15.49,60,Pending,46156.18,552,5-10 years
2427,2028-06-26,997.33,15.9,12,Approved,44106.06,406,1-3 years
2428,2028-09-27,10144.6,07.06,36,Approved,144559.6,813,>10 years
2429,2024-12-04,24820.86,12.16,36,Defaulted,96656.36,435,1-3 years
2430,2029-07-31,47549.93,10.88,36,Defaulted,70715.14,708,>10 years
2431,2027-06-14,19488.65,12.12,36,Approved,124187.42,420,3-5 years
2432,2032-02-14,,19.86,48,Approved,88270.66,777,3-5 years
2433,2035-12-17,35877.46,13.87,48,Rejected,51416.17,393,1-3 years
2434,2031-02-26,30387.74,23.72,24,Approved,46875.59,804,3-5 years
2435,2035-12-20,15296.84,9.81,24,Rejected,71591.7,306,<1 year
2436,2030-10-10,20835.41,12.44,12,Rejected,131786.46,490,>10 years
2437,2032-04-07,11276.14,20.42,24,Approved,27988.23,756,5-10 years
2438,2030-04-13,48318.06,15.24,12,Defaulted,48408.38,685,>10 years
2439,2028-02-05,6966.4,15.26,12,Defaulted,136109.74,577,1-3 years
2440,2030-10-27,18905.92,4.65,12,Defaulted,35825.49,747,3-5 years
2441,2024-11-16,1779.03,12.07,36,Approved,101851.34,351,3-5 years
2442,2034-09-23,11478.08,9.32,60,Approved,47756.48,704,<1 year
2443,2027-06-08,39133.32,24.99,60,Pending,98762.69,695,3-5 years
2444,2035-09-18,10458.17,10.13,48,Approved,69803.54,510,1-3 years
2445,2026-12-02,4463.14,22.52,12,Approved,33218.0,569,1-3 years
2446,2025-05-25,23985.43,18.04,36,Approved,95721.76,844,5-10 years
2447,2035-11-27,993.48,10.83,24,Pending,108795.56,581,>10 years
2448,2029-09-27,4695.92,15.19,24,Approved,108435.44,697,>10 years
2449,2026-09-27,40477.48,21.57,48,Approved,102814.47,515,>10 years
2450,2026-05-28,38687.93,22.49,48,Approved,85029.22,731,5-10 years
2451,2036-09-07,45799.37,6.95,12,Rejected,87531.44,620,5-10 years
2452,2023-06-12,42798.51,10.8,12,Pending,102633.21,792,5-10 years
2453,2028-05-28,34317.19,10.71,24,Approved,-109733.72,427,<1 year
2454,2032-01-05,3090.48,4.4,24,Defaulted,105133.98,373,5-10 years
2455,2023-09-27,39251.01,16.36,24,Approved,96302.92,775,3-5 years
2456,2024-09-23,42352.79,21.88,24,Pending,40259.07,751,<1 year
2457,2025-06-24,40054.57,11.7,60,Rejected,47380.15,761,3-5 years
2458,2032-07-03,25669.71,19.41,12,Rejected,53829.12,-50,>10 years
2459,2031-11-28,12028.64,17.0,12,Approved,139556.02,555,1-3 years
2460,2028-07-07,42343.83,11.58,24,Defaulted,118721.36,747,>10 years
2461,2027-06-30,36494.56,6.53,36,Defaulted,91872.69,401,5-10 years
2462,2023-07-24,49047.68,18.75,24,Pending,52767.4,582,1-3 years
2463,2024-08-04,8206.78,21.87,48,Approved,34415.9,503,>10 years
2464,2025-04-20,11670.4,18.25,36,Approved,136838.7,385,<1 year
2465,2027-09-16,10984.01,3.88,48,Pending,136046.58,623,5-10 years
2466,2030-03-28,39730.72,8.15,36,Approved,34390.43,463,>10 years
2467,2029-04-16,,4.99,48,Rejected,123638.17,356,1-3 years
2468,2025-05-24,3799.66,15.76,24,Approved,78063.86,505,3-5 years
2469,2024-11-20,49928.76,19.76,24,Pending,62115.7,728,>10 years
2470,2033-12-14,1728.45,5.88,36,Approved,116083.59,447,<1 year
2471,2031-08-08,41844.58,21.52,48,Approved,99862.84,600,1-3 years
2472,2026-11-23,18585.66,15.44,60,Approved,121403.91,589,>10 years
2473,2024-11-02,42159.97,18.33,36,Approved,29662.75,320,3-5 years
2474,2026-03-17,27953.71,24.39,36,Pending,61416.31,436,5-10 years
2475,2033-03-15,45130.75,5.3,12,Rejected,61511.19,668,5-10 years
2476,2025-08-01,46346.55,22.88,36,Pending,62867.9,821,5-10 years
2477,2026-12-20,950.36,6.21,60,Pending,85322.38,735,1-3 years
2478,2033-03-26,4232.9,11.95,24,Pending,56791.79,329,3-5 years
2479,2029-12-14,12892.76,21.81,48,Approved,77769.87,747,3-5 years
2480,2033-11-03,33631.11,22.98,12,Approved,67811.09,524,>10 years
2481,2036-08-31,44469.47,14.39,48,Approved,115588.49,685,5-10 years
2482,2034-08-31,23267.13,16.27,24,Rejected,98455.1,728,1-3 years
2483,2029-06-19,30545.17,18.73,36,Approved,104971.83,828,5-10 years
2484,2032-12-31,,,60,Approved,47375.91,327,5-10 years
2485,2033-01-18,40345.86,6.11,12,Pending,62315.28,425,>10 years
2486,2027-10-20,48382.74,,60,Defaulted,22751.51,798,>10 years
2487,2029-06-10,13795.65,13.85,60,Pending,34088.71,486,>10 years
2488,2028-04-22,24993.88,13.19,60,Rejected,-54457.05,671,<1 year
2489,2024-01-06,4762.75,12.61,60,Pending,28510.28,437,<1 year
2490,2036-07-19,,14.45,24,Approved,98342.21,636,1-3 years
2491,2035-04-07,25387.78,23.82,60,Rejected,149756.92,513,1-3 years
2492,2028-04-15,7649.61,15.29,60,Rejected,33105.98,590,>10 years
2493,2024-02-29,22382.28,23.99,24,Approved,126759.93,670,3-5 years
2494,2035-12-08,17038.18,7.38,48,Approved,35446.11,829,1-3 years
2495,2025-06-13,26330.63,19.07,24,Approved,107088.82,848,<1 year
2496,2024-08-20,29489.89,20.96,36,Approved,103610.49,1000,<1 year
2497,2031-05-21,920.53,18.1,24,Rejected,137353.2,718,5-10 years
2498,2029-05-25,38169.8,16.55,48,Approved,34812.93,660,>10 years
2499,2035-11-02,35794.21,15.64,36,Approved,61007.78,457,3-5 years
2500,2027-08-15,18631.18,22.01,36,Rejected,31801.37,374,>10 years
2501,2024-07-26,3120.33,21.17,12,Pending,72959.83,671,<1 year
2502,2028-09-21,37869.16,6.13,60,Pending,138507.11,820,3-5 years
2503,2033-01-17,,,36,Rejected,121598.01,405,1-3 years
2504,2034-09-12,12387.5,12.4,36,Approved,113977.01,666,5-10 years
2505,2035-08-30,16514.47,8.95,48,Pending,89293.58,701,<1 year
2506,2027-06-22,9598.74,22.2,36,Approved,134853.15,402,5-10 years
2507,2027-02-26,29058.34,12.79,48,Approved,78427.43,624,>10 years
2508,2034-10-03,8164.65,,60,Approved,39459.14,672,3-5 years
2509,2030-04-11,18131.6,9.16,12,Approved,128886.08,637,>10 years
2510,2032-12-27,35002.14,3.58,12,Defaulted,56352.98,332,5-10 years
2511,2036-07-19,28225.74,14.15,60,Defaulted,26972.36,407,<1 year
2512,2032-10-28,19629.9,5.65,60,Rejected,36384.94,721,5-10 years
2513,2027-03-18,21302.36,19.72,24,Approved,99177.66,568,<1 year
2514,2031-08-04,28324.49,9.44,36,Defaulted,98920.66,372,5-10 years
2515,2023-04-08,790.3,13.04,36,Pending,53823.81,480,>10 years
2516,2031-10-21,4386.24,5.37,36,Approved,114533.42,451,5-10 years
2517,2035-05-28,44122.27,9.66,48,Rejected,120573.22,811,1-3 years
2518,2035-12-16,4355.01,20.3,24,Approved,139665.34,367,>10 years
2519,2033-04-08,35486.78,6.76,36,Approved,96041.87,671,5-10 years
2520,2031-08-24,46041.89,17.41,48,Rejected,121325.04,647,5-10 years
2521,2035-10-28,13898.84,23.22,48,Pending,117902.96,331,3-5 years
2522,2023-12-10,18839.33,18.12,12,Approved,53515.18,378,>10 years
2523,2035-10-11,28661.61,20.94,48,Pending,60329.37,558,3-5 years
2524,2024-09-02,44144.59,5.84,60,Defaulted,82202.71,796,>10 years
2525,2027-09-24,47124.33,8.89,48,Pending,22475.07,474,<1 year
2526,2029-04-09,37108.38,22.73,60,Approved,58661.71,666,>10 years
2527,2028-01-29,4787.68,18.87,60,Approved,81604.77,314,>10 years
2528,2030-02-21,33623.13,17.25,12,Approved,34049.01,350,5-10 years
2529,2028-09-10,20810.03,17.77,12,Defaulted,36415.87,406,1-3 years
2530,2029-05-13,23799.7,12.41,48,Approved,80220.78,768,>10 years
2531,2035-09-02,2932.85,4.46,12,Approved,115025.45,501,3-5 years
2532,2026-03-23,9957.58,20.37,12,Approved,128387.36,517,1-3 years
2533,2025-12-27,39630.42,18.09,36,Rejected,91020.81,340,>10 years
2534,2036-08-19,,13.67,48,Pending,81717.37,684,1-3 years
2535,2030-08-23,15432.28,22.84,48,Pending,69956.47,635,<1 year
2536,2027-10-16,19508.94,10.73,48,Approved,45083.37,404,1-3 years
2537,2030-04-29,42792.78,9.83,12,Approved,39053.06,502,<1 year
2538,2025-02-20,37575.45,22.27,12,Defaulted,122946.54,809,1-3 years
2539,2031-05-07,13979.61,20.64,60,Defaulted,80450.86,394,1-3 years
2540,2028-10-06,6316.34,14.57,24,Defaulted,122741.63,476,3-5 years
2541,2033-08-03,12973.91,6.31,24,Defaulted,111530.79,364,3-5 years
2542,2036-08-16,,8.12,24,Rejected,45206.47,523,5-10 years
2543,2035-06-09,29288.65,,36,Pending,86339.94,679,1-3 years
2544,2028-10-14,26907.27,11.78,12,Rejected,77722.16,554,<1 year
2545,2033-11-14,30021.48,21.48,60,Pending,75103.56,597,1-3 years
2546,2028-06-14,18618.4,23.92,60,Approved,90534.24,470,>10 years
2547,2025-12-03,40451.8,20.82,24,Approved,147670.65,663,<1 year
2548,2027-04-27,26402.67,11.62,36,Defaulted,125677.08,372,>10 years
2549,2025-10-08,6279.02,20.46,36,Approved,137482.62,359,5-10 years
